"labelString","fact","startDate","endDate","elementId","contextId","roleId"
"その他","432442000","2017-04-01","2018-03-31","OtherSGA","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"その他","425876000","2018-04-01","2019-03-31","OtherSGA","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"営業費用","4220551000","2017-04-01","2018-03-31","OperatingExpensesCMD","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"営業費用","3865840000","2018-04-01","2019-03-31","OperatingExpensesCMD","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"営業利益又は営業損失（△）","-145675000","2017-04-01","2018-03-31","OperatingIncome","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"営業利益又は営業損失（△）","-327691000","2018-04-01","2019-03-31","OperatingIncome","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"受取利息","97000","2017-04-01","2018-03-31","InterestIncomeNOI","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"受取利息","105000","2018-04-01","2019-03-31","InterestIncomeNOI","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"受取配当金","600000","2017-04-01","2018-03-31","DividendsIncomeNOI","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"受取配当金","614000","2018-04-01","2019-03-31","DividendsIncomeNOI","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"貸倒引当金戻入額","104251000","2017-04-01","2018-03-31","ReversalOfAllowanceForDoubtfulAccountsNOI","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"貸倒引当金戻入額","10014000","2018-04-01","2019-03-31","ReversalOfAllowanceForDoubtfulAccountsNOI","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"為替差益",NA,"2017-04-01","2018-03-31","ForeignExchangeGainsNOI","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"為替差益","522000","2018-04-01","2019-03-31","ForeignExchangeGainsNOI","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"償却債権取立益","68000","2017-04-01","2018-03-31","GainOnBadDebtsRecoveredNOI","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"償却債権取立益",NA,"2018-04-01","2019-03-31","GainOnBadDebtsRecoveredNOI","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"その他","7342000","2017-04-01","2018-03-31","OtherNOI","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"その他","2827000","2018-04-01","2019-03-31","OtherNOI","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"営業外収益","133299000","2017-04-01","2018-03-31","NonOperatingIncome","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"営業外収益","43337000","2018-04-01","2019-03-31","NonOperatingIncome","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"支払利息","377000","2017-04-01","2018-03-31","InterestExpensesNOE","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"支払利息","133000","2018-04-01","2019-03-31","InterestExpensesNOE","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"為替差損","657000","2017-04-01","2018-03-31","ForeignExchangeLossesNOE","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"為替差損",NA,"2018-04-01","2019-03-31","ForeignExchangeLossesNOE","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"その他","56000","2017-04-01","2018-03-31","OtherNOE","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"その他","800000","2018-04-01","2019-03-31","OtherNOE","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"営業外費用","1441000","2017-04-01","2018-03-31","NonOperatingExpenses","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"営業外費用","1283000","2018-04-01","2019-03-31","NonOperatingExpenses","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"経常利益又は経常損失（△）","-13817000","2017-04-01","2018-03-31","OrdinaryIncome","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"経常利益又は経常損失（△）","-285637000","2018-04-01","2019-03-31","OrdinaryIncome","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"固定資産売却益","474000","2017-04-01","2018-03-31","GainOnSalesOfNoncurrentAssetsEI","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"固定資産売却益","5531000","2018-04-01","2019-03-31","GainOnSalesOfNoncurrentAssetsEI","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"商品取引責任準備金戻入額","137410000","2017-04-01","2018-03-31","ReversalOfReserveForCommoditiesTransactionLiabilitiesEI","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"商品取引責任準備金戻入額","149491000","2018-04-01","2019-03-31","ReversalOfReserveForCommoditiesTransactionLiabilitiesEI","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"特別利益","137884000","2017-04-01","2018-03-31","ExtraordinaryIncome","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"特別利益","155023000","2018-04-01","2019-03-31","ExtraordinaryIncome","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"固定資産除売却損","187000","2017-04-01","2018-03-31","LossOnSalesAndRetirementOfNoncurrentAssetsEL","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"固定資産除売却損","5710000","2018-04-01","2019-03-31","LossOnSalesAndRetirementOfNoncurrentAssetsEL","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"商品取引責任準備金繰入額","135022000","2017-04-01","2018-03-31","ProvisionOfReserveForCommoditiesTransactionLiabilitiesEL","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"商品取引責任準備金繰入額","153838000","2018-04-01","2019-03-31","ProvisionOfReserveForCommoditiesTransactionLiabilitiesEL","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"減損損失","11438000","2017-04-01","2018-03-31","ImpairmentLossEL","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"減損損失","263000","2018-04-01","2019-03-31","ImpairmentLossEL","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"会員権評価損",NA,"2017-04-01","2018-03-31","LossOnValuationOfMembershipEL","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"会員権評価損","967000","2018-04-01","2019-03-31","LossOnValuationOfMembershipEL","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"特別損失","146648000","2017-04-01","2018-03-31","ExtraordinaryLoss","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"特別損失","160779000","2018-04-01","2019-03-31","ExtraordinaryLoss","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"税引前当期純利益又は税引前当期純損失（△）","-22581000","2017-04-01","2018-03-31","IncomeBeforeIncomeTaxes","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"税引前当期純利益又は税引前当期純損失（△）","-22581000","2017-04-01","2018-03-31","IncomeBeforeIncomeTaxes","Prior1YearDuration_NonConsolidatedMember","StatementOfCashFlows-indirect"
"税引前当期純利益又は税引前当期純損失（△）","-291393000","2018-04-01","2019-03-31","IncomeBeforeIncomeTaxes","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"税引前当期純利益又は税引前当期純損失（△）","-291393000","2018-04-01","2019-03-31","IncomeBeforeIncomeTaxes","CurrentYearDuration_NonConsolidatedMember","StatementOfCashFlows-indirect"
"法人税、住民税及び事業税","19170000","2017-04-01","2018-03-31","IncomeTaxesCurrent","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"法人税、住民税及び事業税","19170000","2018-04-01","2019-03-31","IncomeTaxesCurrent","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"法人税等","19170000","2017-04-01","2018-03-31","IncomeTaxes","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"法人税等","19170000","2018-04-01","2019-03-31","IncomeTaxes","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"当期純利益又は当期純損失（△）","-41751000","2017-04-01","2018-03-31","ProfitLoss","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"当期純利益又は当期純損失（△）","-41751000","2017-04-01","2018-03-31","ProfitLoss","Prior1YearDuration_NonConsolidatedMember","StatementOfChangesInEquity"
"当期純利益又は当期純損失（△）","-310564000","2018-04-01","2019-03-31","ProfitLoss","CurrentYearDuration_NonConsolidatedMember","StatementOfIncome"
"当期純利益又は当期純損失（△）","-310564000","2018-04-01","2019-03-31","ProfitLoss","CurrentYearDuration_NonConsolidatedMember","StatementOfChangesInEquity"
"純資産","2693150000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_CapitalStockMember","BalanceSheet"
"純資産","2693150000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_CapitalStockMember","StatementOfChangesInEquity"
"純資産","2629570000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_LegalCapitalSurplusMember","BalanceSheet"
"純資産","2629570000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_LegalCapitalSurplusMember","StatementOfChangesInEquity"
"純資産","42501000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_OtherCapitalSurplusMember","BalanceSheet"
"純資産","42501000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_OtherCapitalSurplusMember","StatementOfChangesInEquity"
"純資産","2672071000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_CapitalSurplusMember","BalanceSheet"
"純資産","2672071000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_CapitalSurplusMember","StatementOfChangesInEquity"
"純資産","336150000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_LegalRetainedEarningsMember","BalanceSheet"
"純資産","336150000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_LegalRetainedEarningsMember","StatementOfChangesInEquity"
"純資産","1000000000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_GeneralReserveMember","BalanceSheet"
"純資産","1000000000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_GeneralReserveMember","StatementOfChangesInEquity"
"純資産","-648190000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_RetainedEarningsBroughtForwardMember","BalanceSheet"
"純資産","-648190000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_RetainedEarningsBroughtForwardMember","StatementOfChangesInEquity"
"純資産","687959000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_RetainedEarningsMember","BalanceSheet"
"純資産","687959000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_RetainedEarningsMember","StatementOfChangesInEquity"
"当期純利益又は当期純損失（△）","-41751000","2017-04-01","2018-03-31","ProfitLoss","Prior1YearDuration_NonConsolidatedMember_RetainedEarningsBroughtForwardMember","StatementOfIncome"
"当期純利益又は当期純損失（△）","-41751000","2017-04-01","2018-03-31","ProfitLoss","Prior1YearDuration_NonConsolidatedMember_RetainedEarningsBroughtForwardMember","StatementOfChangesInEquity"
"当期純利益又は当期純損失（△）","-41751000","2017-04-01","2018-03-31","ProfitLoss","Prior1YearDuration_NonConsolidatedMember_RetainedEarningsMember","StatementOfIncome"
"当期純利益又は当期純損失（△）","-41751000","2017-04-01","2018-03-31","ProfitLoss","Prior1YearDuration_NonConsolidatedMember_RetainedEarningsMember","StatementOfChangesInEquity"
"当期変動額合計",NA,"2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_CapitalStockMember","StatementOfChangesInEquity"
"当期変動額合計",NA,"2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_LegalCapitalSurplusMember","StatementOfChangesInEquity"
"当期変動額合計",NA,"2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_OtherCapitalSurplusMember","StatementOfChangesInEquity"
"当期変動額合計",NA,"2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_CapitalSurplusMember","StatementOfChangesInEquity"
"当期変動額合計",NA,"2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_LegalRetainedEarningsMember","StatementOfChangesInEquity"
"当期変動額合計",NA,"2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_GeneralReserveMember","StatementOfChangesInEquity"
"当期変動額合計","-41751000","2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_RetainedEarningsBroughtForwardMember","StatementOfChangesInEquity"
"当期変動額合計","-41751000","2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_RetainedEarningsMember","StatementOfChangesInEquity"
"純資産","2693150000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_CapitalStockMember","BalanceSheet"
"純資産","2693150000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_CapitalStockMember","StatementOfChangesInEquity"
"純資産","2629570000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_LegalCapitalSurplusMember","BalanceSheet"
"純資産","2629570000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_LegalCapitalSurplusMember","StatementOfChangesInEquity"
"純資産","42501000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_OtherCapitalSurplusMember","BalanceSheet"
"純資産","42501000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_OtherCapitalSurplusMember","StatementOfChangesInEquity"
"純資産","2672071000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_CapitalSurplusMember","BalanceSheet"
"純資産","2672071000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_CapitalSurplusMember","StatementOfChangesInEquity"
"純資産","336150000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_LegalRetainedEarningsMember","BalanceSheet"
"純資産","336150000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_LegalRetainedEarningsMember","StatementOfChangesInEquity"
"純資産","1000000000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_GeneralReserveMember","BalanceSheet"
"純資産","1000000000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_GeneralReserveMember","StatementOfChangesInEquity"
"純資産","-689942000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_RetainedEarningsBroughtForwardMember","BalanceSheet"
"純資産","-689942000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_RetainedEarningsBroughtForwardMember","StatementOfChangesInEquity"
"純資産","646208000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_RetainedEarningsMember","BalanceSheet"
"純資産","646208000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_RetainedEarningsMember","StatementOfChangesInEquity"
"純資産","-245957000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_TreasuryStockMember","BalanceSheet"
"純資産","-245957000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_TreasuryStockMember","StatementOfChangesInEquity"
"純資産","5807224000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_ShareholdersEquityMember","BalanceSheet"
"純資産","5807224000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_ShareholdersEquityMember","StatementOfChangesInEquity"
"純資産","8994000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember","BalanceSheet"
"純資産","8994000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember","StatementOfChangesInEquity"
"純資産","8994000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember","BalanceSheet"
"純資産","8994000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember","StatementOfChangesInEquity"
"純資産","5816219000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember","BalanceSheet"
"純資産","5816219000",NA,"2017-03-31","NetAssets","Prior2YearInstant_NonConsolidatedMember","StatementOfChangesInEquity"
"当期純利益又は当期純損失（△）","-41751000","2017-04-01","2018-03-31","ProfitLoss","Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember","StatementOfIncome"
"当期純利益又は当期純損失（△）","-41751000","2017-04-01","2018-03-31","ProfitLoss","Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember","StatementOfChangesInEquity"
"当期純利益又は当期純損失（△）","-41751000","2017-04-01","2018-03-31","ProfitLoss","Prior1YearDuration_NonConsolidatedMember","StatementOfIncome"
"当期純利益又は当期純損失（△）","-41751000","2017-04-01","2018-03-31","ProfitLoss","Prior1YearDuration_NonConsolidatedMember","StatementOfChangesInEquity"
"株主資本以外の項目の当期変動額（純額）","1582000","2017-04-01","2018-03-31","NetChangesOfItemsOtherThanShareholdersEquity","Prior1YearDuration_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember","StatementOfChangesInEquity"
"株主資本以外の項目の当期変動額（純額）","1582000","2017-04-01","2018-03-31","NetChangesOfItemsOtherThanShareholdersEquity","Prior1YearDuration_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember","StatementOfChangesInEquity"
"株主資本以外の項目の当期変動額（純額）","1582000","2017-04-01","2018-03-31","NetChangesOfItemsOtherThanShareholdersEquity","Prior1YearDuration_NonConsolidatedMember","StatementOfChangesInEquity"
"当期変動額合計",NA,"2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_TreasuryStockMember","StatementOfChangesInEquity"
"当期変動額合計","-41751000","2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_ShareholdersEquityMember","StatementOfChangesInEquity"
"当期変動額合計","1582000","2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember","StatementOfChangesInEquity"
"当期変動額合計","1582000","2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember","StatementOfChangesInEquity"
"当期変動額合計","-40168000","2017-04-01","2018-03-31","TotalChangesOfItemsDuringThePeriod","Prior1YearDuration_NonConsolidatedMember","StatementOfChangesInEquity"
"純資産","-245957000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_TreasuryStockMember","BalanceSheet"
"純資産","-245957000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_TreasuryStockMember","StatementOfChangesInEquity"
"純資産","5765473000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_ShareholdersEquityMember","BalanceSheet"
"純資産","5765473000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_ShareholdersEquityMember","StatementOfChangesInEquity"
"純資産","10577000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember","BalanceSheet"
"純資産","10577000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_ValuationDifferenceOnAvailableForSaleSecuritiesMember","StatementOfChangesInEquity"
"純資産","10577000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember","BalanceSheet"
"純資産","10577000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_ValuationAndTranslationAdjustmentsMember","StatementOfChangesInEquity"
"純資産","5776050000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember","BalanceSheet"
"純資産","5776050000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember","StatementOfChangesInEquity"
"純資産","2693150000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_CapitalStockMember","BalanceSheet"
"純資産","2693150000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_CapitalStockMember","StatementOfChangesInEquity"
"純資産","2629570000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_LegalCapitalSurplusMember","BalanceSheet"
"純資産","2629570000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_LegalCapitalSurplusMember","StatementOfChangesInEquity"
"純資産","42501000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_OtherCapitalSurplusMember","BalanceSheet"
"純資産","42501000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_OtherCapitalSurplusMember","StatementOfChangesInEquity"
"純資産","2672071000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_CapitalSurplusMember","BalanceSheet"
"純資産","2672071000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_CapitalSurplusMember","StatementOfChangesInEquity"
"純資産","336150000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_LegalRetainedEarningsMember","BalanceSheet"
"純資産","336150000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_LegalRetainedEarningsMember","StatementOfChangesInEquity"
"純資産","1000000000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_GeneralReserveMember","BalanceSheet"
"純資産","1000000000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_GeneralReserveMember","StatementOfChangesInEquity"
"純資産","-689942000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_RetainedEarningsBroughtForwardMember","BalanceSheet"
"純資産","-689942000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_RetainedEarningsBroughtForwardMember","StatementOfChangesInEquity"
"純資産","646208000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_RetainedEarningsMember","BalanceSheet"
"純資産","646208000",NA,"2018-03-31","NetAssets","Prior1YearInstant_NonConsolidatedMember_RetainedEarningsMember","StatementOfChangesInEquity"
"当期純利益又は当期純損失（△）","-310564000","2018-04-01","2019-03-31","ProfitLoss","CurrentYearDuration_NonConsolidatedMember_RetainedEarningsBroughtForwardMember","StatementOfIncome"
"当期純利益又は当期純損失（△）","-310564000","2018-04-01","2019-03-31","ProfitLoss","CurrentYearDuration_NonConsolidatedMember_RetainedEarningsBroughtForwardMember","StatementOfChangesInEquity"
"当期純利益又は当期純損失（△）","-310564000","2018-04-01","2019-03-31","ProfitLoss","CurrentYearDuration_NonConsolidatedMember_RetainedEarningsMember","StatementOfIncome"
